Matching number;App list;Guidepost update
750;384;0.05157403880730271
750;384;0.09776938310824335
750;384;0.1898473531473428
750;384;0.03327982686460018
750;384;0.04125062399543822
750;384;0.22444585990160704
750;384;0.00746388710103929
750;384;0.043458963045850396
750;384;0.0041970969177782536
750;384;0.09366766479797661
750;384;0.06572883995249867
750;384;0.011920042103156447
750;384;0.13928696303628385
750;384;0.005665874108672142
750;384;0.039334654808044434
750;384;0.009030757006257772
750;384;0.16475393995642662
750;384;0.07677022996358573
750;384;0.0043138188775628805
750;384;0.00413231085985899
750;384;0.1393886769656092
750;384;0.012094702804461122
750;384;0.07424280000850558
750;384;0.01862097717821598
750;384;0.007427996955811977
750;384;0.08943878998979926
750;384;0.05233848001807928
750;384;0.013383571989834309
750;384;0.051867354894056916
750;384;0.04207773110829294
750;384;0.006777053931728005
750;384;0.08059808099642396
750;384;0.03700636699795723
750;384;0.04736669594421983
750;384;0.08287989092059433
750;384;0.10376950795762241
750;384;0.004785839933902025
750;384;0.005271614994853735
750;384;0.079998848028481
750;384;0.004779209150001407
750;384;0.004722730955109
750;384;0.004574060905724764
750;384;0.01533064292743802
750;384;0.060172253055498004
750;384;0.1486415381077677
750;384;0.01248270901851356
750;384;0.09582284605130553
750;384;0.005553229944780469
750;384;0.03521396801806986
750;384;0.008497466100379825
750;384;0.04780561407096684
750;384;0.007502801949158311
750;384;0.020715089049190283
750;384;0.042656474048271775
750;384;0.06212129979394376
750;384;0.019032047828659415
750;384;0.016075692139565945
750;384;0.03662397898733616
750;384;0.02844228595495224
750;384;0.008000052999705076
750;384;0.007633890025317669
750;384;0.05891998205333948
750;384;0.058975248131901026
750;384;0.04048774903640151
750;384;0.04396767006255686
750;384;0.060865750070661306
750;384;0.03821102692745626
750;384;0.011413970030844212
750;384;0.004210551036521792
750;384;0.114981654798612
750;384;0.03440472297370434
750;384;0.017615366959944367
750;384;0.008847015909850597
750;384;0.13811996509321034
750;384;0.004588317824527621
750;384;0.058606857899576426
750;384;0.004663280909880996
750;384;0.0989820840768516
750;384;0.007344077108427882
750;384;0.03254418191500008
750;384;0.15672898688353598
750;384;0.03652557195164263
750;384;0.0112167380284518
750;384;0.027772335102781653
750;384;0.06016623298637569
750;384;0.0034435060806572437
750;384;0.25089652300812304
750;384;0.048732517985627055
750;384;0.07998151006177068
750;384;0.004758629947900772
750;384;0.01207833900116384
750;384;0.029602288035675883
750;384;0.033329912927001715
750;384;0.03501276299357414
750;384;0.04990417789667845
750;384;0.03764606895856559
750;384;0.007956526940688491
750;384;0.005033015040680766
750;384;0.09585657296702266
750;384;0.011092985980212688
750;384;0.014650940895080566
750;384;0.011258722050115466
750;384;0.007957423105835915
750;384;0.008413166971877217
750;384;0.02244025398977101
750;384;0.007691176142543554
750;384;0.027770024025812745
750;384;0.04185036011040211
750;384;0.10079282196238637
750;384;0.06721877702511847
750;384;0.02096026507206261
750;384;0.03546606400050223
750;384;0.3634468822274357
750;384;0.03586558811366558
750;384;0.016872556880116463
750;384;0.06335460301488638
750;384;0.028373236069455743
750;384;0.043998996959999204
750;384;0.19962409208528697
750;384;0.009714159881696105
750;384;0.00460726791061461
750;384;0.1529831811785698
750;384;0.15632017701864243
750;384;0.00477792602032423
750;384;0.011549019953235984
750;384;0.0961665129289031
750;384;0.0041147940792143345
750;384;0.004582697991281748
750;384;0.07495922711677849
750;384;0.005483468994498253
750;384;0.007450398989021778
750;384;0.0046433808747678995
750;384;0.004741281038150191
750;384;0.015572914155200124
750;384;0.01753467181697488
750;384;0.010848982026800513
750;384;0.014462793013080955
750;384;0.004266086034476757
750;384;0.031430275179445744
750;384;0.006499028066173196
750;384;0.016213722992688417
750;384;0.008455378003418446
750;384;0.008196072885766625
750;384;0.014640541048720479
750;384;0.026422373950481415
750;384;0.06963835493661463
750;384;0.021567089948803186
750;384;0.14085412584245205
750;384;0.10782932909205556
750;384;0.018221045844256878
750;384;0.2487501089926809
750;384;0.20298490417189896
750;384;0.16862603486515582
750;384;0.008430938934907317
750;384;0.01493213209323585
750;384;0.007894593989476562
750;384;0.004461016971617937
750;384;0.007961717899888754
750;384;0.02827962185256183
750;384;0.011563643114641309
750;384;0.004521363880485296
750;384;0.13602994102984667
750;384;0.004744139965623617
750;384;0.004709787899628282
750;384;0.055121395038440824
750;384;0.04434521612711251
750;384;0.010605183895677328
750;384;0.0823006178252399
750;384;0.010523402830585837
750;384;0.004655358148738742
750;384;0.006172741064801812
750;384;0.009822535095736384
750;384;0.0077286590822041035
750;384;0.017844804096966982
750;384;0.009951564949005842
750;384;0.030555717879906297
750;384;0.012204058934003115
750;384;0.05354291317053139
750;384;0.02786841685883701
750;384;0.03817283897660673
750;384;0.008451762143522501
750;384;0.014942050911486149
750;384;0.029244235018268228
750;384;0.037098264088854194
750;384;0.0044019820634275675
750;384;0.14844478899613023
750;384;0.004152905894443393
750;384;0.01574951410293579
750;384;0.06715134694240987
750;384;0.02691975305788219
750;384;0.008212309097871184
750;384;0.12459384091198444
750;384;0.014439061982557178
750;384;0.004192752996459603
750;384;0.024052109103649855
750;384;0.21068725199438632
750;384;0.01613604393787682
750;384;0.07544201496057212
750;384;0.06116261798888445
750;384;0.11783661297522485
750;384;0.014130632858723402
750;384;0.07599237095564604
750;384;0.004418370081111789
750;384;0.004598845029249787
750;384;0.027245064033195376
750;384;0.014443617081269622
750;384;0.0043238329235464334
750;384;0.0558269708417356
750;384;0.023661696119233966
750;384;0.16317703109234571
750;384;0.03160367486998439
750;384;0.004275878891348839
750;384;0.010936128906905651
750;384;0.03720747400075197
750;384;0.020882460987195373
750;384;0.01214135903865099
750;384;0.06988676893524826
750;384;0.0338151550386101
750;384;0.1013532280921936
750;384;0.00459888088516891
750;384;0.13098770496435463
750;384;0.07581318309530616
750;384;0.035348308039829135
750;384;0.12355911708436906
750;384;0.21850048704072833
750;384;0.007979093817993999
750;384;0.1936629181727767
750;384;0.06284692883491516
750;384;0.005160625791177154
750;384;0.165896036894992
750;384;0.01876293495297432
750;384;0.029099446022883058
750;384;0.025215675123035908
750;384;0.004698354983702302
750;384;0.004377895034849644
750;384;0.0041971029713749886
750;384;0.056907217018306255
750;384;0.36339099309407175
750;384;0.01535216299816966
750;384;0.10056618298403919
750;384;0.011927617015317082
750;384;0.040885947877541184
750;384;0.06632430478930473
750;384;0.009705292992293835
750;384;0.0035273469984531403
750;384;0.004734497983008623
750;384;0.05095381592400372
750;384;0.004302419954910874
750;384;0.08806841913610697
750;384;0.07245814800262451
750;384;0.004747909028083086
750;384;0.1179488068446517
750;384;0.0058941158931702375
750;384;0.09055021591484547
750;384;0.00429591815918684
750;384;0.0045596209820359945
750;384;0.0844971127808094
750;384;0.06093304813839495
750;384;0.17938295914791524
750;384;0.008990052854642272
750;384;0.08682732819579542
750;384;0.021787815960124135
750;384;0.0965028319042176
750;384;0.00472151511348784
750;384;0.02306117000989616
750;384;0.20193672506138682
750;384;0.03855395410209894
750;384;0.02542673796415329
750;384;0.008958968799561262
750;384;0.004574865801259875
750;384;0.02771498612128198
750;384;0.015267970971763134
750;384;0.008663563057780266
750;384;0.006921979133039713
750;384;0.015236108796671033
750;384;0.02538829599507153
750;384;0.022204191191121936
750;384;0.006621866021305323
750;384;0.029753135982900858
750;384;0.008012360893189907
750;384;0.012001910945400596
750;384;0.005535400938242674
750;384;0.03189360280521214
750;384;0.03880573809146881
750;384;0.012901008129119873
750;384;0.00494525209069252
750;384;0.004725828068330884
750;384;0.0052504469640553
750;384;0.008646990871056914
750;384;0.0193754720967263
750;384;0.006524637108668685
750;384;0.0046341679990291595
750;384;0.004748982144519687
750;384;0.015072522917762399
750;384;0.015801145927980542
750;384;0.015257687075063586
750;384;0.029240314150229096
750;384;0.006727386964485049
750;384;0.031081808963790536
750;384;0.010194659000262618
750;384;0.008342958986759186
750;384;0.004342328989878297
750;384;0.025623587192967534
750;384;0.018533851951360703
750;384;0.005816054064780474
750;384;0.004904480883851647
750;384;0.05584607506170869
750;384;0.021211229031905532
750;384;0.03964891703799367
750;384;0.018178417813032866
750;384;0.012208102038130164
750;384;0.08993109106086195
750;384;0.004788128891959786
750;384;0.07073227898217738
750;384;0.014931395882740617
750;384;0.09788536583073437
750;384;0.011435238877311349
750;384;0.004404769046232104
750;384;0.01193665200844407
750;384;0.008080766070634127
750;384;0.014904391020536423
750;384;0.007957699941471219
750;384;0.004811993800103664
750;384;0.00478380499407649
750;384;0.05163214402273297
750;384;0.11418955703265965
750;384;0.14760826202109456
750;384;0.03509028977714479
750;384;0.06400163401849568
750;384;0.09060849412344396
750;384;0.004462490091100335
750;384;0.021525932010263205
750;384;0.1654996129218489
750;384;0.04917463893070817
